	TCGA-A6-2671-01A	TCGA-A6-2675-01A	TCGA-A6-2678-01A	TCGA-A6-2679-01A	TCGA-A6-2680-01A	TCGA-A6-2671-11A	TCGA-A6-2675-11A	TCGA-A6-2678-11A	TCGA-A6-2679-11A	TCGA-A6-2680-11A
LENG1	317	488	279	137	219	559	351	566	519	507
LENG8	4154	6214	3926	808	5078	4020	3953	6116	4371	4607
LENG8-AS1	54	112	95	14	67	37	47	113	58	95
LENG9	358	554	388	353	242	1055	445	911	997	905
LEO1	452	821	882	55	467	1469	1117	1773	1626	1253
LEPR	106	257	294	2	36	675	1141	1042	447	778
LEPROT	929	3968	3506	126	1055	5651	3999	6304	4244	5021
LEPROTL1	411	1177	1252	193	433	2737	1672	3021	2926	2638
LETM1	2417	4649	2910	622	2169	9668	4348	10821	9748	4576
LETM2	7	87	29	6	11	42	65	78	42	75
LETMD1	743	1737	1379	234	993	2623	1395	4117	2101	3348
LFNG	6822	3252	4539	2319	3338	3954	1281	5436	2513	1898
LGALS1	8252	7734	4176	2523	4443	8272	11912	5575	4653	7845
LGALS2	18	400	12	144	613	4418	1502	1040	1081	12813
LGALS3	5707	33258	16656	2663	14986	101516	43958	81278	71644	126044
LGALS3BP	21302	36805	26706	7082	17776	67410	29416	47803	55896	70847
LGALS4	27531	58107	25094	8620	33073	252425	100274	253413	232234	132257
LGALS8	858	1942	1405	95	721	1806	1933	2737	2631	2144
LGALS9	6333	8631	1973	1591	3830	14971	4910	17321	15163	3200
LGALS9B	97	166	14	21	155	1440	193	851	192	313
LGALS9C	99	403	17	47	177	2659	552	1535	508	651
LGALSL	451	722	902	51	597	2006	1013	2324	1817	2918
LGI2	91	321	102	3	46	153	165	147	88	552
LGI4	71	132	15	42	76	829	1157	1358	1021	729
LGMN	3588	8043	3091	1013	2595	10559	5207	11457	8341	25420
LGR4	1101	3874	2186	90	782	9600	5410	9135	7044	8452
LGR5	5701	6017	3436	239	572	549	443	1143	395	712
LGR6	130	560	319	154	4317	379	266	439	567	226
LHFP	659	930	230	83	366	1052	1313	1090	691	1125
LHFPL2	747	2544	1570	60	769	4560	3403	4930	3275	6125
LHFPL3-AS2	37	29	244	38	280	95	103	354	256	502
LHPP	359	1141	142	466	459	1595	1405	1411	1474	3992
LHX4	15	68	27	0	24	61	49	146	101	60
LHX4-AS1	1949	1093	982	719	1603	1108	819	1179	813	951
LHX6	90	95	48	13	58	225	250	149	130	252
LIAS	106	361	310	26	135	637	396	837	463	568
LIF	599	1202	373	185	779	483	342	525	410	563
LIFR	92	193	66	0	25	1323	1715	2174	1311	1109
LIG1	2912	1654	1291	323	1891	1708	897	1737	1808	1982
LIG3	1072	1844	693	104	857	1046	1033	1248	1090	1039
LIG4	202	354	600	15	277	740	616	711	521	774
LILRA1	21	42	8	7	16	26	29	48	77	42
LILRA2	32	81	20	0	21	39	23	126	84	30
LILRA5	68	165	40	20	74	93	53	74	138	132
LILRA6	44	152	31	1	12	70	52	128	94	43
LILRB1	123	311	118	29	113	248	111	365	681	178
LILRB2	280	468	132	23	148	235	195	280	590	266
LILRB3	46	170	37	11	19	50	39	118	86	35
LILRB4	351	919	332	58	199	341	162	628	790	290
LILRB5	154	277	45	20	72	749	440	1347	1334	660
LIMA1	772	5794	6877	232	2492	24426	13799	23049	17205	27521
LIMCH1	193	470	605	23	91	838	1404	938	596	917
LIMD1	1644	1947	1743	155	1008	2011	1536	3047	2056	1417
LIMD2	246	546	183	244	272	485	228	530	1411	495
LIME1	156	127	39	96	133	61	29	88	87	53
LIMK1	2338	1859	983	533	1625	1456	878	1486	1832	608
LIMK2	1752	4367	1874	265	1493	7049	3167	7420	6460	3075
LIMS1	1110	2680	2411	119	1142	2106	2670	2478	1810	2358
LIMS2	701	840	148	251	598	5790	13975	3241	1300	4247
LIN37	81	176	41	40	32	115	95	187	122	202
LIN52	142	315	226	26	98	319	275	350	303	547
LIN54	405	677	754	24	206	1131	622	1119	956	843
LIN7A	14	69	30	2	5	74	52	145	47	876
LIN7B	153	218	61	72	119	250	143	185	207	326
LIN7C	789	1406	2316	98	395	1617	1160	2071	1373	2790
LIN9	150	233	390	13	132	248	212	340	277	347
LINC-PINT	124	161	204	36	79	70	78	92	88	106
LINC00086	15	38	6	7	12	93	107	76	55	68
LINC00087	8	33	4	6	13	64	76	81	61	75
LINC00094	768	417	357	132	298	594	677	508	389	358
LINC00106	10	137	24	17	17	9	28	49	15	23
LINC00114	56	169	121	3	18	11	5	12	40	15
LINC00115	26	39	5	19	32	12	12	23	23	24
LINC00116	849	376	409	544	693	961	538	606	657	1040
LINC00152	187	293	229	40	145	156	64	159	221	101
LINC00174	100	233	68	19	108	137	104	213	145	136
LINC00176	13	24	5	19	15	10	12	19	21	28
LINC00205	39	85	79	2	24	99	64	117	72	97
LINC00235	19	26	11	1	20	24	24	37	21	27
LINC00239	35	36	129	4	26	51	16	45	29	105
LINC00242	8	26	4	23	13	32	39	28	21	94
LINC00261	455	1736	2299	53	220	1442	941	2076	478	854
LINC00265	141	201	116	23	122	142	113	227	212	139
LINC00294	225	357	207	13	111	1174	787	1071	800	1639
LINC00324	51	134	46	29	59	274	66	282	220	673
LINC00339	204	577	485	44	143	369	370	685	365	507
LINC00342	118	235	115	12	88	142	197	274	286	140
LINC00346	287	220	239	31	58	55	51	35	70	31
LINC00365	31	16	42	1	65	33	7	25	31	23
LINC00426	9	133	157	14	43	86	28	97	156	31
LINC00460	21	34	86	12	22	1	0	0	0	0
LINC00467	25	144	396	32	87	248	92	291	213	293
LINC00476	73	129	91	26	44	235	147	289	277	203
LINC00482	33	25	14	6	15	141	65	166	36	123
LINC00483	148	463	263	83	291	1789	498	2028	1772	4028
LINC00493	558	1500	818	407	730	1473	749	1450	957	1872
LINC00501	2	13	60	0	11	60	21	82	61	79
LINC00511	801	1033	1162	202	569	2284	1102	1536	1672	2824
LINC00526	67	110	158	43	76	437	210	406	281	885
LINC00539	1	31	14	9	10	17	12	18	38	6
LINC00543	70	99	111	51	225	412	117	332	315	249
LINC00630	42	48	35	2	26	31	52	30	28	31
LINC00638	23	103	14	11	17	22	32	47	29	16
LINC00641	57	176	64	1	54	416	962	464	202	540
LINC00649	212	361	693	39	18	115	141	266	384	382
LINC00654	250	933	191	6	447	680	496	840	342	476
LINC00657	11659	19011	9833	831	9536	13671	12635	16172	10793	13581
LINC00659	56	4	16	70	90	0	1	1	2	10
LINC00662	98	240	148	18	107	184	166	325	170	166
LINC00665	19	55	13	0	4	96	160	75	66	109
LINC00667	140	590	725	43	234	1497	1385	2190	1081	3496
LINC00668	493	1289	710	75	439	4073	640	3646	2662	1557
LINC00672	7	48	18	28	44	63	62	107	51	142
LINC00674	45	84	97	7	37	143	111	132	107	179
LINC00675	612	752	316	307	793	4483	1957	2679	3191	2900
LINC00680	122	209	75	43	57	218	145	173	165	141
LINC00685	3	7	8	6	16	9	11	33	15	21
LINC00839	12	57	27	3	26	14	49	43	35	19
LINC00847	175	409	285	64	113	900	368	881	534	399
LINC00852	30	34	22	2	21	73	42	72	42	78
LINC00853	5	14	53	1	4	10	8	8	4	5
LINC00854	16	28	28	0	16	19	25	33	47	36
LINC00857	68	145	256	9	84	92	104	115	86	381
LINC00858	12	0	70	20	26	0	2	0	2	0
LINC00861	7	20	9	0	13	16	20	37	70	11
LINC00863	24	66	30	1	23	169	83	120	102	113
LINC00865	31	49	77	0	26	194	114	162	59	193
LINC00869	83	268	91	30	112	299	172	301	228	270
LINC00883	54	49	23	0	4	60	158	80	58	68
LINC00884	21	19	20	6	24	33	11	43	29	37
LINC00886	31	29	71	0	19	131	71	225	15	182
LINC00888	55	90	44	42	79	78	102	121	73	167
LINC00893	11	89	13	1	18	21	27	31	36	24
LINC00894	46	72	33	8	69	11	24	49	31	37
LINC00896	17	12	27	14	6	11	10	8	9	20
LINC00899	22	145	80	2	44	66	85	102	42	119
LINC00909	190	147	176	10	142	511	283	417	364	500
LINC00910	46	114	155	10	54	115	68	176	87	190
LINC00920	53	129	42	2	73	60	57	35	46	83
LINC00921	29	46	17	10	21	34	36	66	32	35
LINC00926	48	88	91	8	48	188	62	207	138	323
LINC00936	27	39	19	19	28	79	57	103	68	94
LINC00950	36	35	42	4	39	140	159	137	60	102
LINC00954	10	60	4	0	9	8	15	29	19	9
LINC00957	119	126	58	3	21	142	222	170	81	155
LINC00959	28	57	19	4	24	83	76	128	98	113
LINC00960	39	6	91	3	61	165	6	127	2	215
LINC00961	11	19	5	0	13	59	41	16	51	36
LINC00963	916	1284	2001	182	1059	1483	1664	1098	1076	1928
LINC00969	132	484	638	62	354	525	395	2361	710	1189
LINC00987	6	35	16	0	8	33	49	49	46	38
LINC00992	34	146	124	6	27	246	99	164	146	147
LINC00996	7	75	14	2	25	62	30	134	166	120
LINC00997	97	206	62	27	38	218	209	155	91	210
LINC00998	164	783	911	15	136	692	804	1002	634	676
LINC01001	11	39	8	10	9	14	13	28	18	16
LINC01003	139	298	122	43	226	298	169	265	269	198
LINC01004	23	86	64	1	33	69	35	135	84	37
LINC01006	272	213	542	154	225	409	297	599	355	189
LINC01011	32	88	83	7	48	72	73	136	85	136
LINC01012	15	61	15	4	31	24	5	32	20	11
LINC01023	23	29	37	10	31	103	47	61	60	77
LINC01024	27	58	57	0	17	57	65	66	46	125
LINC01057	33	168	188	4	71	141	92	190	133	136
LINC01089	140	271	164	78	127	177	140	389	292	219
LINC01091	8	42	36	0	16	36	31	28	25	54
LINC01094	25	170	52	1	10	17	14	48	27	14
LINC01106	28	79	63	2	5	88	82	96	56	29
LINC01116	24	76	33	4	25	92	84	113	106	93
LINC01123	28	15	19	4	41	60	42	48	44	185
LINC01124	48	31	22	10	137	20	18	14	15	31
LINC01125	62	52	38	4	22	33	42	66	22	56
LINC01128	335	373	318	82	142	404	575	497	337	404
LINC01132	39	40	53	2	20	15	9	10	11	16
LINC01133	86	301	372	80	443	1616	691	2062	1978	5161
LINC01134	71	92	112	15	49	152	29	191	90	148
LINC01137	76	188	74	43	80	348	163	191	286	985
LINC01138	53	135	62	9	50	75	46	92	94	49
LINC01144	9	27	8	5	10	52	26	53	30	57
LINC01176	22	28	8	16	19	22	15	40	37	16
LINC01183	4	8	55	0	3	9	6	5	12	8
LINC01184	949	862	1045	90	449	931	769	927	642	744
LINC01207	91	599	960	9	101	1427	896	1428	1112	2638
LINC01224	125	139	189	54	159	472	166	556	393	391
LINC01232	46	110	284	13	158	87	43	73	164	115
LINC01235	34	44	39	0	50	10	4	40	26	58
LINC01268	0	49	35	0	15	113	57	142	79	368
LINC01272	82	323	121	27	31	50	40	62	126	21
LINC01278	453	990	339	86	426	1037	1449	1286	640	1039
LINC01301	19	16	47	1	9	22	17	33	27	10
LINC01311	12	21	28	3	34	20	11	14	19	17
LINC01315	114	137	82	41	260	77	90	48	31	43
LINC01341	9	24	14	0	10	25	34	48	14	53
LINC01342	27	26	14	0	15	15	12	18	23	6
LINC01347	0	63	17	0	9	5	15	27	15	13
LINC01348	13	27	146	2	20	3	6	17	9	18
LINC01355	47	131	95	0	34	61	88	105	73	109
LINC01356	14	29	21	3	21	9	1	17	9	4
LINC01376	8	9	17	0	5	10	8	17	13	15
LINC01389	8	15	12	0	12	63	20	131	103	12
LINC01410	8	77	20	0	13	16	17	18	52	12
LINC01420	559	820	710	157	548	929	619	928	756	983
LINC01465	12	15	5	1	10	32	18	22	60	16
LINC01473	4	14	18	0	11	11	13	18	20	24
LINC01503	26	52	16	5	22	34	15	51	39	25
LINC01504	11	31	47	4	29	68	34	67	126	183
LINC01515	37	75	150	0	31	79	87	122	78	65
LINC01521	14	36	25	3	20	24	36	29	17	25
LINC01534	4	11	3	0	12	24	26	24	9	29
LINC01540	14	23	20	1	9	12	8	8	3	12
LINC01547	31	41	38	9	20	90	38	49	69	100
LINC01558	249	245	10	57	67	94	51	91	43	206
LINC01559	244	4262	5328	47	382	4121	2859	5158	4647	124
LINC01560	31	147	45	0	53	120	102	178	96	99
LINC01569	34	148	58	12	58	61	37	90	48	160
LINC01572	2	8	18	0	17	8	3	17	7	13
LINC01573	9	12	7	0	27	80	171	59	16	120
LINC01578	445	848	937	83	299	1834	1151	2047	1508	2630
LINC01588	15	110	41	2	60	264	224	306	175	140
LINGO1	155	108	47	8	150	211	157	137	106	60
LINS	157	291	407	14	134	370	397	555	792	356
LIPA	1157	4625	3238	109	1187	4426	1695	10305	4451	29280
LIPE	817	438	162	126	199	410	179	355	299	2353
LIPE-AS1	34	23	20	41	27	81	51	49	44	52
LIPG	435	2360	552	97	594	459	616	516	883	1102
LIPH	401	2808	2592	196	2091	9840	4409	8457	7339	3396
LIPM	31	116	108	4	93	53	60	91	46	11
LIPT1	86	203	176	28	66	202	173	269	207	340
LIPT2	27	67	75	19	90	95	40	86	76	141
LITAF	4653	10361	6495	716	2186	20331	9549	22298	16756	3531
LIX1L	287	704	299	41	166	1018	1560	1172	927	1019
LL0XNC01-237H1.2	16	26	12	0	12	9	17	11	11	11
LL0XNC01-7P3.1	36	91	38	18	20	28	52	95	43	33
LL22NC03-2H8.5	5	32	18	1	6	13	26	38	8	12
LL22NC03-80A10.6	97	244	174	9	59	199	155	210	111	88
LL22NC03-86G7.1	81	112	51	9	65	208	101	294	168	157
LLGL1	1676	1107	350	451	930	1383	1203	1002	1264	954
LLGL2	7456	11411	9404	3139	11137	22185	7164	18769	18130	10335
LLPH	390	939	934	76	311	1007	869	1046	881	1168
LMAN1	1391	4521	4385	106	1010	4435	3662	6606	4502	5684
LMAN2	6228	7083	7850	4969	7435	11313	5267	9587	10371	10629
LMAN2L	977	1091	714	131	421	1173	1105	1371	1012	909
LMBR1	1309	2557	3164	136	1038	1809	1751	2000	1390	1849
LMBR1L	523	1201	506	346	586	1248	755	1631	1028	2466
LMBRD1	556	2918	1393	101	731	4831	2463	5555	3117	8713
LMBRD2	190	1075	766	34	259	1614	1170	2114	1217	1732
LMCD1	722	933	589	125	457	442	487	608	510	684
LMF1	675	687	529	236	405	678	512	837	630	820
LMF2	1504	3034	1510	791	1064	4981	2545	3892	4926	5161
LMLN	278	397	289	37	127	283	245	453	248	143
LMNA	25434	15745	9735	5378	15318	35455	28670	24948	22481	23148
LMNB1	3641	2299	4271	417	2223	2708	1682	3312	3812	1654
LMNB2	15958	5693	4843	1497	6603	4430	3337	4281	5149	2421
LMNTD2	149	136	121	45	94	234	58	211	150	302
LMO2	212	227	105	41	156	508	604	578	604	474
LMO3	59	84	14	2	8	1145	3297	890	181	880
LMO4	688	1034	1308	111	444	1832	1897	1901	2467	4953
LMO7	4762	5711	5923	604	4948	8007	12338	8587	6554	16006
LMOD1	1255	1245	175	78	233	16149	33220	9004	2542	11816
LMTK2	1360	2934	1290	392	2207	8153	4008	7028	5032	5681
LMTK3	464	309	85	34	120	70	33	88	116	769
LNP1	31	31	77	1	15	91	105	146	70	98
LNPEP	592	2398	1959	49	878	2770	3538	3477	2561	2539
LNX1	315	831	941	97	276	1074	519	1203	761	1113
LNX2	1342	2069	2508	90	1479	2423	1431	2405	1958	2930
LOH12CR1	316	396	415	70	211	401	337	534	383	350
LOH12CR2	6	12	29	0	7	33	47	38	22	53
LONP1	7155	3923	2725	1960	5811	4558	2929	3946	3889	4481
LONP2	1328	3933	3180	265	2247	3644	3741	4781	3433	6039
LONRF1	175	388	436	19	154	549	619	751	502	641
LONRF3	95	339	276	13	96	301	452	420	282	294
LOX	722	1519	682	25	313	484	398	1180	554	293
LOXL1	773	541	271	215	469	689	657	248	398	499
LOXL1-AS1	39	50	20	0	10	63	93	74	38	75
LOXL2	2985	3573	1451	362	2250	1381	1377	974	932	1022
LOXL3	318	286	104	27	153	243	375	425	376	221
LOXL4	54	93	12	3	36	336	551	280	112	317
LPAL2	11	69	9	0	20	11	24	17	18	27
LPAR1	338	445	760	25	118	1657	1849	2193	1699	1881
LPAR2	1212	967	509	428	639	935	540	867	763	809
LPAR5	417	754	1046	267	985	1988	804	2248	1683	2009
LPAR6	166	416	688	23	107	489	596	899	631	576
LPCAT1	1216	1992	435	539	952	1213	1106	1434	1840	878
LPCAT2	412	3787	2093	55	334	1203	873	1529	1124	775
LPCAT3	327	1017	872	39	468	2197	1058	2998	2108	4887
LPCAT4	795	3328	751	529	1941	6333	3459	8379	6407	3737
LPGAT1	696	2943	4117	165	1693	2394	2840	2102	2360	14683
LPHN1	2824	1899	645	215	397	2377	2196	2215	1593	2288
LPHN2	194	737	252	19	257	958	1225	1428	635	891
LPHN3	10	129	95	1	59	464	535	738	598	531
LPIN1	935	1164	1150	105	948	925	2062	1075	1345	1082
LPIN2	846	1726	1034	159	934	4431	2623	5392	4544	7264
LPIN3	1159	2285	696	258	890	1199	677	1969	1099	1746
LPL	692	509	545	45	72	237	218	468	136	1685
LPP	1795	5178	4131	139	1644	14792	31867	15178	8280	15841
LPP-AS2	28	69	54	3	29	162	125	138	157	160
LPPR2	457	540	139	84	256	690	1146	479	417	593
LPPR4	76	126	91	1	28	69	80	65	63	60
LPXN	129	555	370	61	170	821	397	815	1421	687
LRBA	2962	3025	6305	170	1613	5480	4198	7345	4738	4447
LRCH1	1014	1623	857	116	1863	1340	1527	1594	882	2054
LRCH2	25	64	29	1	11	238	534	276	89	145
LRCH3	649	1209	1044	103	420	1439	1799	1975	1336	1108
LRCH4	457	702	240	115	498	1014	509	891	890	1308
LRFN1	23	15	4	3	18	79	63	102	196	91
LRFN3	690	583	449	221	549	1183	617	968	889	1285
LRFN4	1482	986	1316	840	2002	1642	762	1075	1058	111
LRG1	380	433	1132	377	430	1545	818	2299	2489	425
LRIF1	199	579	575	13	132	369	288	693	470	478
LRIG1	6296	2627	4410	263	1730	5307	9785	5315	2591	3115
LRIG2	265	823	650	79	270	786	620	1235	846	1002
LRIG3	1105	1671	1362	174	871	2297	1969	3423	2386	1854
LRMP	37	120	74	4	40	369	133	1008	773	327
LRP1	11314	24553	3297	2381	10370	29898	28638	38202	25934	35455
LRP10	5586	15905	6354	3870	9365	42779	22059	29900	29410	33523
LRP11	1312	4575	1219	163	1381	1549	1401	2226	1256	1614
LRP12	341	1083	205	9	143	640	587	986	721	412
LRP2BP	39	61	70	15	11	64	116	76	48	116
LRP3	2206	1213	133	753	1312	1438	1375	1204	929	1002
LRP4	8980	7606	8503	224	5650	4183	1202	4695	3052	1553
LRP5	5518	6587	4015	2895	8190	9564	5310	10585	7414	12117
LRP5L	185	186	65	38	135	169	114	213	155	111
LRP6	872	1574	1391	76	790	1823	1994	2362	1253	1905
LRP8	886	689	433	63	399	87	201	94	132	63
LRPAP1	3247	6576	4247	1187	2350	9297	5640	7434	6182	8983
LRPPRC	6290	8353	5133	389	5196	10100	6872	13506	8417	8498
LRR1	238	568	527	19	154	662	426	659	805	523
LRRC1	712	2280	1479	102	664	5801	2996	5148	5062	3472
LRRC10B	51	183	59	33	28	71	46	51	42	121
LRRC14	1480	1462	741	250	809	1445	1001	1398	1046	857
LRRC15	306	2407	302	30	132	538	66	83	139	37
LRRC16A	721	1891	857	81	941	3544	2130	4530	2849	5831
LRRC16B	110	136	43	17	88	25	45	38	30	120
LRRC17	55	37	44	7	26	165	199	116	103	138
LRRC19	20	950	1410	114	391	8249	2788	8247	6265	9819
LRRC2	258	411	217	24	154	171	240	274	59	53
LRRC20	472	643	328	171	494	559	759	373	359	355
LRRC23	100	175	221	39	69	170	152	231	162	146
LRRC25	212	510	152	42	139	362	221	591	631	375
LRRC26	101	25	119	178	163	601	92	436	759	281
LRRC27	100	266	185	19	85	224	242	301	198	328
LRRC28	295	552	384	77	450	1063	563	1194	757	3623
LRRC29	24	111	16	28	28	88	57	65	66	181
LRRC3	384	757	154	105	157	631	1140	536	353	566
LRRC31	125	1172	620	23	246	1834	404	3486	1440	710
LRRC32	1105	3925	725	183	983	1921	1812	2117	1405	1615
LRRC34	15	67	15	0	10	40	46	36	28	49
LRRC36	18	99	156	29	115	15	10	17	17	27
LRRC37A16P	31	323	136	0	41	306	345	404	239	348
LRRC37A17P	26	196	81	7	28	128	396	257	64	199
LRRC37A2	28	181	52	2	16	155	148	176	171	103
LRRC37A3	143	402	221	3	57	107	150	108	88	82
LRRC37A4P	62	87	52	6	55	68	52	85	68	57
LRRC37B	127	328	67	21	103	209	180	321	209	374
LRRC37BP1	71	206	78	11	61	237	172	390	213	239
LRRC39	2	32	11	0	5	21	9	41	17	30
LRRC4	35	183	22	0	23	71	76	78	80	59
LRRC40	119	487	495	9	161	584	537	801	554	1089
LRRC41	1951	3834	2926	537	1308	4542	3938	4576	3532	4478
LRRC42	1168	1069	1172	62	468	1056	908	1132	945	889
LRRC45	950	755	937	510	960	1208	481	908	1236	942
LRRC46	19	22	11	3	27	16	20	13	19	7
LRRC47	3208	2485	1679	836	1457	3552	2646	3165	2611	3192
LRRC48	49	49	19	1	40	130	134	125	107	104
LRRC49	117	153	124	0	165	139	250	181	91	137
LRRC4B	56	51	17	20	66	148	129	175	143	146
LRRC56	380	127	101	42	88	381	62	204	463	159
LRRC57	355	962	854	65	473	1224	879	1773	1089	1360
LRRC58	621	2154	1769	34	684	1428	1931	2083	1142	1970
LRRC59	7839	11115	10161	887	7431	10401	6982	9915	10317	8414
LRRC6	120	166	161	20	48	74	68	243	150	210
LRRC61	1003	922	677	433	757	931	405	835	774	650
LRRC66	20	218	189	13	171	1367	528	1091	2114	3004
LRRC69	9	33	19	0	23	9	15	20	12	14
LRRC73	46	27	22	4	62	26	32	26	17	81
LRRC75A	1079	1214	452	183	493	3212	1678	3100	2639	7075
LRRC75A-AS1	7120	7931	5869	1996	4680	17096	7065	19742	9787	10793
LRRC75B	150	309	72	107	283	534	261	446	238	1633
LRRC8A	2787	2875	1801	519	3431	4093	4285	3273	2800	3727
LRRC8B	325	1153	1434	17	361	882	773	977	808	667
LRRC8C	142	391	222	5	86	483	598	652	699	375
LRRC8D	618	2217	1908	45	720	2828	1426	2996	2386	3295
LRRC8E	43	26	8	0	31	9	4	14	4	2
LRRCC1	360	1365	1044	3	226	1020	952	1529	949	1048
LRRFIP1	3084	4576	3890	293	1857	7268	9366	6382	5680	6726
LRRFIP1P1	25	31	15	0	42	10	28	34	14	46
LRRFIP2	794	1961	1256	150	931	4895	2315	5621	3737	5110
LRRIQ3	3	22	19	0	3	37	16	35	4	17
LRRIQ4	3	44	39	2	14	51	16	85	59	29
LRRK1	1811	2040	1624	189	1105	3406	2003	4802	3325	1926
LRRK2	33	254	63	2	43	306	659	467	275	373
LRRN1	91	144	2	0	13	42	54	52	43	57
LRRN2	98	283	23	12	25	3849	944	2076	1175	235
LRRN4CL	96	112	53	9	44	481	609	404	288	552
LRSAM1	1101	946	1108	236	745	1270	1213	1197	975	1366
LRTOMT	97	245	259	43	153	341	264	535	288	352
LRWD1	968	993	454	643	982	885	651	722	870	713
LSAMP	165	717	228	27	165	750	1837	486	228	609
LSG1	1694	2254	1715	106	981	1734	1711	2073	1529	2016
LSM1	171	1456	320	58	182	879	653	845	728	1204
LSM10	1012	785	634	322	697	1051	915	868	852	1223
LSM11	112	456	259	43	250	404	527	717	363	370
LSM12	85	475	229	8	89	343	282	328	261	325
LSM12P1	23	79	6	0	1	35	29	61	49	42
LSM14A	3379	4854	3667	442	2498	5355	4937	6017	4327	6956
LSM14B	2604	2139	1054	544	1421	2222	1558	2412	1871	1882
LSM2	1435	1211	839	739	1472	1437	870	1314	1262	1150
LSM3	1227	1100	2027	140	921	1994	1184	1896	1738	2692
LSM4	6451	3943	4619	1375	3998	5741	2484	4806	5038	5707
LSM5	939	903	1558	390	592	1272	869	1185	1075	1241
LSM6	492	381	625	53	306	591	352	721	611	834
LSM7	6382	2258	2134	3396	4108	2347	987	1656	1763	2078
LSM8	651	1185	780	204	599	736	613	975	824	860
LSMEM1	11	57	8	2	21	34	21	68	50	155
LSP1	1463	2127	503	646	818	5318	1996	4001	7858	2724
LSR	18405	15759	8229	4074	12429	31278	11696	21830	16683	12345
LSS	4080	2831	3393	909	2319	4042	4499	3310	3359	1547
LST1	177	357	123	96	127	282	151	328	644	308
LTA	9	49	15	3	11	9	16	18	46	19
LTA4H	1473	4091	2092	386	1412	4192	2425	5865	3868	6540
LTB	147	288	119	221	133	279	223	359	699	391
LTB4R	159	227	76	108	357	88	89	190	170	258
LTB4R2	20	69	21	1	42	29	25	50	36	66
LTBP1	2254	3807	938	196	773	2540	4586	3433	2460	1737
LTBP2	1480	3046	737	309	1193	1173	1022	2362	1621	1031
LTBP3	2906	2403	825	1036	1444	4531	6083	4156	3217	3392
LTBP4	4681	4319	2834	2129	4078	26400	24256	26669	17487	16984
LTBR	3526	4900	2666	1524	3014	7327	5084	6565	6266	8732
LTF	26	197	35	43	90	113	53	201	207	113
LTK	4	157	45	71	182	2113	407	1564	595	563
LTN1	339	1507	1418	32	376	1362	1381	2069	1139	1283
LTV1	372	1074	413	49	300	672	698	725	604	739
LUC7L	1049	1196	1004	360	841	657	822	1020	877	981
LUC7L3	1198	3746	2514	97	972	1979	2586	3532	2206	2605
LUM	4622	28447	7329	180	2682	8205	11939	8061	6273	7471
LURAP1L	1055	1331	830	205	740	1424	916	1403	1114	715
LUZP1	1459	2683	2460	73	965	4612	3236	5141	3870	7949
LXN	111	894	456	50	260	2008	1007	2273	1347	2016
LY6E	21568	4462	3050	2650	3052	2338	1871	1711	2591	2199
LY6G5B	76	119	32	8	80	44	54	133	55	85
LY6G5C	36	85	34	14	64	102	63	94	61	94
LY6G6C	60	40	159	27	73	10	8	15	3	0
LY75	352	1423	856	55	547	1780	629	1568	1601	2569
LY86	44	163	46	10	35	192	68	201	260	150
LY9	13	70	19	39	23	244	76	379	582	95
LY96	17	132	45	0	10	133	82	235	228	126
LYAR	441	1727	1053	61	401	511	502	589	473	253
LYG1	7	30	33	2	4	9	7	17	6	30
LYL1	122	138	30	52	81	223	160	265	290	180
LYN	632	2810	1251	142	1125	2177	983	2321	2557	2962
LYNX1	108	195	7	5	61	746	2072	430	356	863
LYPD3	52	92	113	34	158	44	40	94	62	63
LYPD5	60	173	209	43	47	37	123	27	254	54
LYPD6	227	263	212	23	169	183	121	199	183	196
LYPD6B	58	174	43	4	68	44	81	61	55	23
LYPD8	78	5297	859	373	1002	41178	7294	24368	20730	1813
LYPLA1	710	4653	2956	147	1460	3093	2080	3498	2402	3805
LYPLA2	3283	3888	2390	722	1936	5638	3292	4117	4491	5075
LYPLAL1	294	497	487	81	222	538	364	560	417	908
LYRM1	346	1077	1197	86	610	926	742	1036	678	1205
LYRM2	395	1315	783	74	446	1569	1277	2091	1465	1637
LYRM4	834	985	598	254	576	804	676	832	567	513
LYRM5	37	420	401	35	75	553	509	598	390	1120
LYRM7	258	707	919	34	343	1140	899	1672	909	802
LYRM9	45	94	26	18	69	222	200	205	166	387
LYSMD1	187	290	179	69	196	410	363	368	280	325
LYSMD2	140	301	349	77	102	321	344	276	375	675
LYSMD3	223	829	1160	13	282	1247	938	1788	1250	1811
LYSMD4	310	188	440	51	223	538	280	521	397	561
LYST	192	866	497	40	273	853	1311	1212	987	951
LYVE1	259	278	35	2	56	1566	2488	3740	1647	2830
LYZ	1050	6305	3430	1415	8462	5351	1987	9176	17496	6632
LZIC	396	1039	1334	19	275	1492	1208	1920	1375	2201
LZTFL1	477	933	684	36	182	702	688	948	571	633
LZTR1	1374	2198	947	401	1211	2068	1962	2132	1911	2062
LZTS1	166	373	124	6	178	76	122	59	146	76
LZTS2	1767	2019	559	776	1101	3047	3780	2704	1920	2457
LZTS3	963	1547	703	608	2499	618	308	516	349	1137
M6PR	2218	3528	2380	403	2565	2446	2413	3958	2822	2695
MAB21L2	515	562	94	22	110	4329	9991	2584	384	3967
MAB21L3	28	127	198	1	8	182	95	311	166	24
MACC1	2742	3495	3846	92	1610	500	495	609	551	5994
